complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2024-01234,2024-07-07,18:02,East,Garbage,Low,Resolved,Garbage not collected for 5 days on Industrial Road.,5.9,37.77199,-122.371274,0
SV-2024-01439,2024-07-07,16:27,Harbor,Garbage,Low,Closed,Garbage pile blocking pedestrian footpath on Central Boulevard.,27.5,37.743087,-122.382963,0
SV-2024-01352,2024-07-08,13:30,Harbor,Roads,Medium,Resolved,Damaged road markings near Shopping Mall creating a safety hazard.,4.0,37.742571,-122.38982,4
SV-2024-00104,2024-07-08,07:39,North,Parks,Medium,Resolved,Damaged and unsafe park benches near City Square.,1.1,37.825809,-122.43489,9
SV-2024-00296,2024-07-09,20:48,North,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Fire Station.,22.5,37.80957,-122.400398,3
SV-2024-00540,2024-07-09,18:31,North,Water Supply,High,Resolved,Critically low water pressure throughout North district.,2.5,37.798515,-122.403455,6
SV-2024-00262,2024-07-10,16:42,North,Safety,High,Closed,Crumbling boundary wall near Grand Library poses imminent collapse risk.,9.2,37.813334,-122.435004,24
SV-2024-01842,2024-07-10,17:20,East,Garbage,Low,Closed,Garbage not collected for 12 days on Commerce Way.,9.5,37.793986,-122.343279,0
SV-2024-00180,2024-07-12,11:20,North,Garbage,Medium,Resolved,Decomposing waste near Bus Terminal causing foul odour.,23.0,37.805771,-122.411514,6
SV-2024-01166,2024-07-12,11:42,East,Garbage,Medium,Closed,Illegal dumping of construction waste spotted near Sports Complex.,4.3,37.776256,-122.358439,9
SV-2024-01432,2024-07-12,14:07,West,Parks,Medium,Closed,Poor maintenance of West Community Park; overgrown grass.,2.6,37.723677,-122.485528,30
SV-2024-00331,2024-07-13,19:50,South,Roads,Critical,Open,Bridge surface cracking on Elm Street near South area.,,37.738093,-122.424543,64
SV-2024-00175,2024-07-13,12:52,West,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Waterfront Road.,1.5,37.777442,-122.446218,12
SV-2024-01281,2024-07-13,18:06,East,Electricity,Critical,Resolved,Streetlight not working near Sports Complex creating a dark and unsafe area.,0.9,37.760539,-122.359417,42
SV-2024-00305,2024-07-14,16:08,East,Noise,Medium,Closed,Excessive construction noise at SmartVille Hospital continues after permitted hours.,12.2,37.736442,-122.376229,3
SV-2024-01516,2024-07-15,20:48,Central,Garbage,Medium,Resolved,Overflowing bins near SmartVille Hospital attracting pests and rodents.,2.4,37.778631,-122.406879,27
SV-2024-00522,2024-07-15,14:08,Harbor,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at Fire Station.,0.3,37.734434,-122.403539,11
SV-2024-01900,2024-07-15,10:11,North,Roads,Medium,Resolved,Bridge surface cracking on Maple Drive near North area.,5.2,37.829312,-122.428993,11
SV-2024-01552,2024-07-16,11:14,North,Electricity,High,Resolved,Streetlight not working near Police Station creating a dark and unsafe area.,6.4,37.84144,-122.434735,2
SV-2024-00018,2024-07-16,09:16,East,Electricity,High,Resolved,Exposed live wiring near Fire Station posing a serious electrocution risk.,8.9,37.742853,-122.340206,1
SV-2024-00422,2024-07-17,17:24,East,Water Supply,Low,Resolved,Main water pipeline burst near SmartVille Hospital; flooding the road.,33.7,37.766992,-122.354914,2
SV-2024-00553,2024-07-17,21:47,South,Noise,Medium,Resolved,Excessive construction noise at Community Center continues after permitted hours.,1.1,37.718318,-122.415878,15
SV-2024-00551,2024-07-17,13:32,South,Water Supply,High,Resolved,Brown discoloured water from taps on Civic Center Way.,2.2,37.700233,-122.426513,0
SV-2024-00092,2024-07-17,07:29,North,Garbage,Medium,Closed,Garbage pile blocking pedestrian footpath on Sunrise Road.,20.3,37.825835,-122.422343,21
SV-2024-01116,2024-07-18,13:07,North,Noise,Critical,Resolved,Night construction activity near SmartVille Station violating city noise ordinance.,0.3,37.804583,-122.418242,19
SV-2024-01532,2024-07-18,07:08,Harbor,Electricity,Low,Resolved,Visible electrical sparks from exposed transformer near Pine Avenue.,9.5,37.728563,-122.390743,0
SV-2024-01725,2024-07-19,17:19,North,Noise,Medium,In Progress,Night construction activity near Police Station violating city noise ordinance.,,37.82645,-122.441538,3
SV-2024-01567,2024-07-19,14:23,North,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Waterfront Road.,0.3,37.80818,-122.424686,136
SV-2024-01363,2024-07-19,15:55,North,Water Supply,High,Closed,Visible pipe leakage causing water wastage near Shopping Mall.,8.0,37.792191,-122.429707,36
SV-2024-01256,2024-07-19,20:32,West,Roads,Medium,In Progress,Bridge surface cracking on Industrial Road near West area.,,37.746223,-122.518226,6
SV-2024-01640,2024-07-19,12:53,South,Roads,Medium,Resolved,Road surface severely deteriorated near Grand Library; urgent repair needed.,0.3,37.718856,-122.446117,14
SV-2024-00327,2024-07-20,19:58,West,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Fire Station.,3.5,37.785661,-122.471078,5
SV-2024-01122,2024-07-20,09:20,South,Roads,Low,Open,Bridge surface cracking on Park Road near South area.,,37.716355,-122.429509,0
SV-2024-01113,2024-07-20,16:10,East,Noise,Low,Resolved,Night construction activity near University Campus violating city noise ordinance.,6.1,37.745006,-122.388805,1
SV-2024-00555,2024-07-20,15:35,East,Electricity,Medium,In Progress,Visible electrical sparks from exposed transformer near Park Road.,,37.748509,-122.357427,5
SV-2024-00609,2024-07-22,15:01,South,Parks,Low,Closed,Poor maintenance of South Community Park; overgrown grass.,34.2,37.7312,-122.440499,1
SV-2024-00575,2024-07-22,11:14,North,Noise,Medium,In Progress,Night construction activity near Police Station violating city noise ordinance.,,37.806088,-122.412673,2
SV-2024-00873,2024-07-23,21:44,West,Safety,High,In Progress,Dangerous intersection at Industrial Road and City Hall with no traffic signal.,,37.778401,-122.470885,1
SV-2024-00243,2024-07-23,14:03,Harbor,Parks,Medium,Closed,Poor maintenance of Harbor Community Park; overgrown grass.,2.2,37.737017,-122.404861,14
SV-2024-01964,2024-07-23,15:06,East,Safety,Critical,Open,Poor street lighting on Elm Street creating safety concerns at night.,,37.781731,-122.361541,6
SV-2024-00749,2024-07-24,17:55,Central,Parks,Low,Resolved,Poor maintenance of Central Community Park; overgrown grass.,21.2,37.761489,-122.44312,4
SV-2024-01401,2024-07-24,15:52,South,Roads,Low,Closed,Collapsed pavement on City Square blocking one lane of traffic.,18.3,37.734061,-122.437395,4
SV-2024-00116,2024-07-24,12:05,Central,Roads,Medium,In Progress,Street flooding due to blocked drainage on Waterfront Road.,,37.7413,-122.430789,0
SV-2024-01848,2024-07-24,16:34,Central,Garbage,Low,Resolved,Decomposing waste near Grand Library causing foul odour.,3.2,37.751938,-122.425964,1
SV-2024-01716,2024-07-24,19:29,East,Parks,Low,Closed,Broken playground equipment at Tech Park — hazardous for children.,20.2,37.755942,-122.355322,1
SV-2024-00918,2024-07-25,07:23,North,Safety,Medium,Closed,Dangerous intersection at Commerce Way and Grand Library with no traffic signal.,4.2,37.808656,-122.418741,3
SV-2024-00156,2024-07-25,17:24,South,Parks,High,Closed,Damaged and unsafe park benches near Elm Street.,0.6,37.738113,-122.430384,5
SV-2024-00082,2024-07-25,19:26,East,Safety,High,Closed,Abandoned vehicle blocking emergency access lane on Commerce Way.,3.9,37.798548,-122.382281,11
SV-2024-01986,2024-07-26,09:12,Harbor,Water Supply,High,Closed,Brown discoloured water from taps on Commerce Way.,7.3,37.715128,-122.418089,1
SV-2024-00888,2024-07-26,07:18,Central,Noise,Low,Closed,Loud music from commercial venue on Sunrise Road disturbing residents at night.,63.8,37.801022,-122.411016,0
SV-2024-00495,2024-07-26,21:37,South,Safety,High,Resolved,Poor street lighting on Commerce Way creating safety concerns at night.,1.6,37.738516,-122.443701,50
SV-2024-01082,2024-07-26,16:53,North,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Bus Terminal.,5.7,37.837937,-122.433134,0
SV-2024-01763,2024-07-27,14:25,Harbor,Electricity,High,Closed,Power outage on Industrial Road for 5 hours with no update from utility.,10.1,37.752345,-122.428767,2
SV-2024-00605,2024-07-27,19:40,South,Parks,Low,Resolved,Broken playground equipment at University Campus — hazardous for children.,2.0,37.731084,-122.39833,0
SV-2024-00215,2024-07-27,21:59,Central,Garbage,Low,Resolved,Decomposing waste near SmartVille Station causing foul odour.,13.2,37.763736,-122.416426,1
SV-2024-01302,2024-07-27,14:31,West,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Waterfront Road.,18.9,37.775595,-122.508416,1
SV-2024-00857,2024-07-28,17:07,West,Roads,Low,Resolved,Bridge surface cracking on Maple Drive near West area.,6.0,37.787843,-122.461309,1
SV-2024-00446,2024-07-28,20:48,Harbor,Roads,Low,Resolved,Road surface severely deteriorated near Police Station; urgent repair needed.,27.7,37.735923,-122.40727,3
SV-2024-00037,2024-07-28,07:07,North,Parks,High,Resolved,Poor maintenance of North Community Park; overgrown grass.,5.9,37.84525,-122.445233,18
SV-2024-01872,2024-07-28,07:38,West,Water Supply,High,Open,Brown discoloured water from taps on Park Road.,,37.772503,-122.480812,70
SV-2024-01282,2024-07-30,08:41,South,Water Supply,Critical,Closed,No water supply for 5 hours in Industrial Road area.,0.3,37.68864,-122.429829,33
SV-2024-01590,2024-07-30,20:54,East,Parks,Low,Resolved,Broken playground equipment at Sports Complex — hazardous for children.,1.7,37.785161,-122.359582,4
SV-2024-00195,2024-07-31,07:52,Harbor,Roads,Low,Resolved,Bridge surface cracking on Central Boulevard near Harbor area.,10.5,37.76243,-122.427321,0
SV-2024-01373,2024-07-31,12:45,South,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Shopping Mall.,13.1,37.697773,-122.402764,1
SV-2024-01813,2024-08-01,08:18,North,Electricity,Critical,Resolved,Streetlight not working near SmartVille Station creating a dark and unsafe area.,3.9,37.821146,-122.426692,33
SV-2024-00487,2024-08-01,12:39,South,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Sports Complex.,7.3,37.729825,-122.435118,3
SV-2024-00294,2024-08-01,07:50,Central,Garbage,Low,Resolved,Illegal dumping of construction waste spotted near Grand Library.,3.3,37.774959,-122.434374,2
SV-2024-00462,2024-08-02,16:23,Central,Noise,Low,Resolved,Loud music from commercial venue on City Square disturbing residents at night.,2.2,37.762318,-122.429753,0
SV-2024-00854,2024-08-02,14:57,South,Noise,Medium,Closed,Loud music from commercial venue on Maple Drive disturbing residents at night.,3.8,37.729097,-122.416475,2
SV-2024-00295,2024-08-02,18:49,Central,Electricity,High,Resolved,Visible electrical sparks from exposed transformer near Maple Drive.,0.3,37.802616,-122.413557,36
SV-2024-00325,2024-08-03,09:23,North,Safety,Medium,Resolved,Dangerous intersection at Harbor Drive and Fire Station with no traffic signal.,0.3,37.839947,-122.438718,1
SV-2024-00017,2024-08-03,08:05,West,Safety,Medium,Closed,Poor street lighting on Park Road creating safety concerns at night.,13.3,37.766271,-122.491223,0
SV-2024-00622,2024-08-04,09:05,Central,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Tech Park.,0.3,37.787655,-122.43336,1
SV-2024-00920,2024-08-04,19:02,Harbor,Water Supply,Critical,Closed,Main water pipeline burst near Grand Library; flooding the road.,2.5,37.704262,-122.40098,85
SV-2024-01584,2024-08-04,09:06,North,Water Supply,High,Closed,Brown discoloured water from taps on Oak Avenue.,2.6,37.831568,-122.405523,10
SV-2024-01229,2024-08-05,17:20,Central,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Main Street.,5.0,37.767122,-122.403143,5
SV-2024-00878,2024-08-05,15:31,North,Water Supply,High,Resolved,Main water pipeline burst near Central Market; flooding the road.,18.5,37.785659,-122.435487,0
SV-2024-01203,2024-08-07,20:30,East,Garbage,Medium,Resolved,Overflowing bins near SmartVille Hospital attracting pests and rodents.,2.9,37.792226,-122.378575,10
SV-2024-01717,2024-08-07,12:01,Harbor,Garbage,Medium,Resolved,Garbage not collected for 24 days on Elm Street.,1.2,37.740958,-122.404775,3
SV-2024-01822,2024-08-08,12:59,West,Garbage,High,Closed,Garbage pile blocking pedestrian footpath on Industrial Road.,1.0,37.745824,-122.487121,37
SV-2024-00196,2024-08-08,13:39,West,Noise,High,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,0.9,37.744665,-122.494001,18
SV-2024-01123,2024-08-08,13:01,West,Water Supply,Critical,Resolved,Brown discoloured water from taps on Park Road.,1.5,37.752538,-122.487156,38
SV-2024-00386,2024-08-08,19:13,Harbor,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at City Hall.,2.8,37.729029,-122.393365,0
SV-2024-00509,2024-08-08,09:36,West,Safety,Medium,Resolved,Poor street lighting on Industrial Road creating safety concerns at night.,7.9,37.756792,-122.479351,12
SV-2024-00231,2024-08-09,15:09,North,Safety,High,In Progress,Poor street lighting on City Square creating safety concerns at night.,,37.811622,-122.404043,31
SV-2024-00477,2024-08-09,09:03,North,Water Supply,High,Resolved,Main water pipeline burst near City Hall; flooding the road.,5.4,37.808416,-122.401461,35
SV-2024-01658,2024-08-10,19:17,East,Noise,Low,In Progress,Loud music from commercial venue on Park Road disturbing residents at night.,,37.788695,-122.358323,1
SV-2024-00619,2024-08-10,10:10,North,Electricity,Critical,Resolved,Power outage on Park Road for 24 hours with no update from utility.,0.9,37.820404,-122.410152,47
SV-2024-01937,2024-08-10,07:20,South,Parks,Low,Closed,Broken playground equipment at Community Center — hazardous for children.,27.7,37.723931,-122.3968,0
SV-2024-00496,2024-08-11,07:16,North,Electricity,Medium,In Progress,Visible electrical sparks from exposed transformer near Elm Street.,,37.826311,-122.411195,10
SV-2024-01337,2024-08-11,15:24,West,Roads,Medium,Closed,Damaged road markings near Grand Library creating a safety hazard.,2.6,37.767706,-122.484279,17
SV-2024-01409,2024-08-11,11:00,West,Noise,Low,Resolved,Night construction activity near University Campus violating city noise ordinance.,4.9,37.768796,-122.453816,0
SV-2024-01254,2024-08-11,21:39,South,Garbage,Low,In Progress,Illegal dumping of construction waste spotted near Shopping Mall.,,37.717622,-122.429427,0
SV-2024-01597,2024-08-12,07:16,Harbor,Parks,High,Closed,Poor maintenance of Harbor Community Park; overgrown grass.,3.1,37.743745,-122.403016,7
SV-2024-00505,2024-08-13,09:03,East,Noise,Medium,Resolved,Heavy industrial machinery noise from East factory during quiet hours.,2.5,37.76965,-122.365457,2
SV-2024-00362,2024-08-14,17:48,West,Water Supply,High,Closed,No water supply for 8 hours in Central Boulevard area.,1.4,37.750186,-122.492803,7
SV-2024-01070,2024-08-14,13:46,South,Roads,Medium,In Progress,Damaged road markings near Sports Complex creating a safety hazard.,,37.759972,-122.419841,5
SV-2024-01120,2024-08-14,13:08,Harbor,Noise,Critical,Resolved,Heavy industrial machinery noise from Harbor factory during quiet hours.,1.5,37.733153,-122.395958,116
SV-2024-00759,2024-08-15,08:37,South,Roads,Medium,Resolved,Damaged road markings near Sports Complex creating a safety hazard.,4.2,37.714694,-122.395769,41
SV-2024-00472,2024-08-15,15:36,North,Parks,Low,Resolved,Broken playground equipment at University Campus — hazardous for children.,26.6,37.835896,-122.421401,1
SV-2024-00735,2024-08-15,19:00,East,Parks,Low,Resolved,Broken playground equipment at SmartVille Hospital — hazardous for children.,37.6,37.765864,-122.375325,1
SV-2024-00669,2024-08-16,10:59,North,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at SmartVille Station.,22.4,37.811641,-122.411683,0
SV-2024-00689,2024-08-16,10:57,Harbor,Water Supply,Critical,Closed,Critically low water pressure throughout Harbor district.,0.3,37.733353,-122.387419,33
SV-2024-00734,2024-08-16,12:22,North,Electricity,High,Resolved,Exposed live wiring near SmartVille Hospital posing a serious electrocution risk.,1.8,37.821546,-122.459947,50
SV-2024-00791,2024-08-17,09:16,North,Noise,High,Closed,Loud music from commercial venue on Oak Avenue disturbing residents at night.,2.2,37.828998,-122.445188,47
SV-2024-00577,2024-08-17,15:43,Central,Safety,Medium,Resolved,Crumbling boundary wall near Central Market poses imminent collapse risk.,28.4,37.787156,-122.410764,2
SV-2024-00722,2024-08-18,14:36,East,Garbage,Medium,Resolved,Garbage not collected for 2 days on Elm Street.,2.8,37.784586,-122.364854,7
SV-2024-01942,2024-08-19,16:58,North,Electricity,High,Open,Visible electrical sparks from exposed transformer near Park Road.,,37.838855,-122.471353,25
SV-2024-00278,2024-08-19,13:34,East,Safety,Critical,Resolved,Stray dogs attacking pedestrians near SmartVille Station.,1.5,37.742541,-122.372454,173
SV-2024-00342,2024-08-19,16:16,Harbor,Roads,Low,In Progress,Collapsed pavement on Commerce Way blocking one lane of traffic.,,37.750706,-122.374639,6
SV-2024-01617,2024-08-19,13:07,East,Water Supply,Medium,Resolved,Critically low water pressure throughout East district.,0.3,37.761318,-122.340218,5
SV-2024-00011,2024-08-20,13:23,South,Water Supply,High,In Progress,No water supply for 4 hours in Sunrise Road area.,,37.72376,-122.455274,14
SV-2024-00798,2024-08-20,07:33,Central,Water Supply,High,In Progress,Critically low water pressure throughout Central district.,,37.787147,-122.411474,3
SV-2024-01523,2024-08-20,21:53,East,Garbage,High,Resolved,Garbage not collected for 4 days on Maple Drive.,3.1,37.766685,-122.380343,7
SV-2024-01874,2024-08-20,15:26,Central,Noise,Medium,Resolved,Loud music from commercial venue on Park Road disturbing residents at night.,0.3,37.767414,-122.422971,22
SV-2024-00117,2024-08-21,13:52,West,Garbage,Low,Resolved,Garbage not collected for 8 days on Green Lane.,36.0,37.770094,-122.479154,2
SV-2024-00028,2024-08-21,14:32,Harbor,Electricity,Medium,Closed,Power outage on Sunrise Road for 3 hours with no update from utility.,20.4,37.727363,-122.395898,1
SV-2024-01184,2024-08-21,17:32,West,Roads,High,Resolved,Bridge surface cracking on City Square near West area.,15.3,37.798774,-122.465562,6
SV-2024-01410,2024-08-21,17:49,South,Noise,Medium,Resolved,Heavy industrial machinery noise from South factory during quiet hours.,1.0,37.704079,-122.429371,4
SV-2024-00869,2024-08-22,20:32,South,Water Supply,High,Resolved,Brown discoloured water from taps on Oak Avenue.,0.8,37.722211,-122.438156,41
SV-2024-01740,2024-08-23,14:22,South,Water Supply,High,Resolved,Brown discoloured water from taps on Sunrise Road.,8.2,37.741426,-122.391701,7
SV-2024-01878,2024-08-23,17:56,South,Water Supply,Medium,Closed,No water supply for 8 hours in Maple Drive area.,5.4,37.688808,-122.38578,3
SV-2024-01746,2024-08-23,10:40,East,Safety,Critical,Resolved,Stray dogs attacking pedestrians near Bus Terminal.,3.0,37.762827,-122.351249,46
SV-2024-00823,2024-08-24,21:43,South,Electricity,Critical,Closed,Frequent power fluctuations in South district damaging appliances.,1.0,37.719057,-122.389326,27
SV-2024-00890,2024-08-24,10:06,North,Electricity,High,Resolved,Streetlight not working near Community Center creating a dark and unsafe area.,4.9,37.816104,-122.431345,14
SV-2024-01823,2024-08-24,19:49,South,Electricity,Medium,Closed,Power outage on Sunrise Road for 24 hours with no update from utility.,1.6,37.76029,-122.436901,8
SV-2024-00926,2024-08-24,10:32,West,Noise,Low,Open,Loud music from commercial venue on Commerce Way disturbing residents at night.,,37.746292,-122.466031,4
SV-2024-00120,2024-08-24,18:46,North,Noise,Medium,Closed,Night construction activity near City Hall violating city noise ordinance.,8.7,37.805098,-122.42547,7
SV-2024-00289,2024-08-24,08:22,East,Noise,Medium,Closed,Heavy industrial machinery noise from East factory during quiet hours.,0.4,37.752594,-122.360859,1
SV-2024-00318,2024-08-24,08:00,South,Roads,Critical,Closed,Damaged road markings near University Campus creating a safety hazard.,1.8,37.713724,-122.426287,1
SV-2024-01014,2024-08-25,20:51,East,Electricity,Medium,Resolved,Visible electrical sparks from exposed transformer near Industrial Road.,7.3,37.773155,-122.384061,7
SV-2024-00879,2024-08-25,09:47,North,Garbage,High,Closed,Decomposing waste near Grand Library causing foul odour.,0.3,37.812555,-122.386022,4
SV-2024-01196,2024-08-25,16:22,East,Safety,High,In Progress,Poor street lighting on Harbor Drive creating safety concerns at night.,,37.761973,-122.357963,7
SV-2024-00848,2024-08-25,15:33,Central,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Commerce Way.,5.8,37.774485,-122.436083,5
SV-2024-01575,2024-08-26,07:13,South,Noise,Low,Closed,Heavy industrial machinery noise from South factory during quiet hours.,66.5,37.727831,-122.425498,0
SV-2024-01386,2024-08-26,19:40,West,Noise,Critical,Resolved,Night construction activity near University Campus violating city noise ordinance.,2.5,37.761662,-122.466154,127
SV-2024-00003,2024-08-26,11:51,Harbor,Safety,Critical,Resolved,Stray dogs attacking pedestrians near Central Market.,0.3,37.729544,-122.399453,8
SV-2024-01938,2024-08-26,11:41,Central,Safety,High,Closed,Crumbling boundary wall near Shopping Mall poses imminent collapse risk.,2.8,37.808574,-122.428456,31
SV-2024-00466,2024-08-27,10:58,North,Garbage,Medium,Closed,Garbage pile blocking pedestrian footpath on Waterfront Road.,6.0,37.827858,-122.403729,4
SV-2024-01008,2024-08-28,12:17,North,Electricity,High,Resolved,Visible electrical sparks from exposed transformer near Pine Avenue.,3.8,37.845207,-122.410024,13
SV-2024-00671,2024-08-28,08:52,Central,Roads,Medium,Closed,Road surface severely deteriorated near Grand Library; urgent repair needed.,9.7,37.771536,-122.434549,8
SV-2024-00688,2024-08-28,14:53,East,Roads,High,Closed,Road surface severely deteriorated near Sports Complex; urgent repair needed.,4.4,37.791815,-122.355297,42
SV-2024-01678,2024-08-28,11:51,Harbor,Roads,High,Resolved,Road surface severely deteriorated near Tech Park; urgent repair needed.,0.5,37.729844,-122.416893,8
SV-2024-00754,2024-08-29,08:58,West,Safety,High,Resolved,Dangerous intersection at Industrial Road and Sports Complex with no traffic signal.,7.8,37.769044,-122.457976,7
SV-2024-01608,2024-08-30,20:43,Central,Electricity,High,Resolved,Frequent power fluctuations in Central district damaging appliances.,10.9,37.745704,-122.388173,49
SV-2024-01580,2024-08-30,20:19,East,Roads,High,Resolved,Street flooding due to blocked drainage on Harbor Drive.,12.6,37.777343,-122.35361,14
SV-2024-01251,2024-08-30,16:23,West,Noise,Low,Resolved,Heavy industrial machinery noise from West factory during quiet hours.,57.1,37.756494,-122.502433,4
SV-2024-01683,2024-08-30,13:54,North,Roads,Low,Closed,Road surface severely deteriorated near Bus Terminal; urgent repair needed.,40.6,37.817079,-122.420456,1
SV-2024-01164,2024-08-31,12:30,East,Noise,High,Resolved,Excessive construction noise at City Hall continues after permitted hours.,1.3,37.763393,-122.372687,13
SV-2024-00374,2024-09-01,11:20,Harbor,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Industrial Road.,1.2,37.749067,-122.379517,8
SV-2024-00087,2024-09-01,18:52,East,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Bus Terminal.,3.0,37.779931,-122.372782,11
SV-2024-00029,2024-09-01,08:43,Harbor,Noise,Low,Closed,Loud music from commercial venue on Green Lane disturbing residents at night.,10.0,37.74533,-122.385301,0
SV-2024-00558,2024-09-01,17:19,North,Safety,High,In Progress,Dangerous intersection at Civic Center Way and Grand Library with no traffic signal.,,37.816973,-122.428498,5
SV-2024-00291,2024-09-02,09:36,East,Water Supply,High,Resolved,Visible pipe leakage causing water wastage near Central Market.,3.7,37.754226,-122.359322,7
SV-2024-01177,2024-09-03,11:11,East,Parks,High,Resolved,Damaged and unsafe park benches near Waterfront Road.,1.2,37.721321,-122.371338,1
SV-2024-00209,2024-09-03,14:16,Harbor,Safety,Critical,Resolved,Poor street lighting on City Square creating safety concerns at night.,1.2,37.715733,-122.376621,6
SV-2024-01210,2024-09-04,18:39,Harbor,Electricity,High,In Progress,Power outage on Oak Avenue for 24 hours with no update from utility.,,37.737385,-122.39577,11
SV-2024-01385,2024-09-04,14:19,East,Electricity,High,Closed,Frequent power fluctuations in East district damaging appliances.,10.7,37.778821,-122.350142,4
SV-2024-01591,2024-09-04,12:29,Central,Electricity,Medium,Resolved,Visible electrical sparks from exposed transformer near City Square.,1.5,37.794318,-122.447226,1
SV-2024-01633,2024-09-04,19:40,Central,Water Supply,Critical,Resolved,Brown discoloured water from taps on Harbor Drive.,2.1,37.793679,-122.416211,134
SV-2024-00016,2024-09-05,12:31,North,Garbage,High,Closed,Illegal dumping of construction waste spotted near City Hall.,0.3,37.830478,-122.404021,23
SV-2024-01482,2024-09-06,12:36,North,Noise,Medium,Closed,Loud music from commercial venue on Industrial Road disturbing residents at night.,4.0,37.820252,-122.442717,12
SV-2024-01648,2024-09-06,21:30,Harbor,Parks,High,In Progress,Broken playground equipment at Fire Station — hazardous for children.,,37.769584,-122.38296,7
SV-2024-01771,2024-09-06,17:36,East,Garbage,Medium,Closed,Garbage not collected for 6 days on Park Road.,8.8,37.749947,-122.371357,2
SV-2024-01110,2024-09-07,13:13,South,Water Supply,Critical,Resolved,No water supply for 8 hours in Elm Street area.,4.7,37.730551,-122.427423,7
SV-2024-01102,2024-09-07,19:24,North,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Harbor Drive.,2.3,37.831965,-122.429953,7
SV-2024-00988,2024-09-07,11:09,West,Safety,Critical,Resolved,Crumbling boundary wall near University Campus poses imminent collapse risk.,0.7,37.779107,-122.493109,9
SV-2024-01543,2024-09-07,13:32,West,Water Supply,High,Closed,Visible pipe leakage causing water wastage near City Hall.,2.4,37.777174,-122.49565,13
SV-2024-00482,2024-09-09,15:52,North,Safety,Critical,Resolved,Abandoned vehicle blocking emergency access lane on Elm Street.,0.8,37.841373,-122.373388,53
SV-2024-00714,2024-09-09,16:32,Harbor,Parks,Low,In Progress,Overgrown vegetation blocking the main pathway at Bus Terminal.,,37.746465,-122.379777,0
SV-2024-01662,2024-09-10,21:26,East,Garbage,Medium,In Progress,Overflowing bins near City Hall attracting pests and rodents.,,37.775901,-122.342855,7
SV-2024-00625,2024-09-10,16:08,East,Noise,High,Resolved,Heavy industrial machinery noise from East factory during quiet hours.,2.3,37.762875,-122.363233,4
SV-2024-01562,2024-09-11,21:34,South,Safety,High,Closed,Crumbling boundary wall near SmartVille Hospital poses imminent collapse risk.,2.8,37.756247,-122.409879,42
SV-2024-00927,2024-09-11,19:15,East,Electricity,Critical,Resolved,Exposed live wiring near Fire Station posing a serious electrocution risk.,3.4,37.75196,-122.373544,22
SV-2024-00656,2024-09-11,09:24,West,Parks,Medium,Closed,Broken playground equipment at Central Market — hazardous for children.,7.8,37.805576,-122.508156,5
SV-2024-01243,2024-09-11,10:28,Central,Water Supply,High,Closed,Visible pipe leakage causing water wastage near SmartVille School.,4.3,37.793159,-122.43098,3
SV-2024-01956,2024-09-11,21:26,West,Garbage,High,In Progress,Decomposing waste near Fire Station causing foul odour.,,37.741773,-122.47177,4
SV-2024-01851,2024-09-12,12:54,West,Electricity,High,Open,Power outage on Central Boulevard for 24 hours with no update from utility.,,37.77132,-122.462562,19
SV-2024-00229,2024-09-12,12:26,West,Noise,Medium,Resolved,Loud music from commercial venue on Maple Drive disturbing residents at night.,10.8,37.77804,-122.483839,24
SV-2024-01451,2024-09-13,15:55,Harbor,Noise,Low,Open,Excessive construction noise at SmartVille Hospital continues after permitted hours.,,37.769947,-122.384506,2
SV-2024-01199,2024-09-13,17:53,North,Water Supply,Medium,Resolved,Critically low water pressure throughout North district.,0.3,37.818942,-122.42909,11
SV-2024-00951,2024-09-14,20:24,East,Water Supply,High,Open,Critically low water pressure throughout East district.,,37.754141,-122.37282,19
SV-2024-01224,2024-09-15,19:57,South,Safety,Critical,Resolved,Crumbling boundary wall near Grand Library poses imminent collapse risk.,0.3,37.728276,-122.423147,17
SV-2024-00136,2024-09-15,21:42,Central,Garbage,Low,In Progress,Illegal dumping of construction waste spotted near Sports Complex.,,37.742727,-122.395396,1
SV-2024-00312,2024-09-16,17:10,East,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Police Station.,36.8,37.783891,-122.411274,0
